Country,Salesperson,Order Date,OrderID,Order Amount
UK,Suyama,12/26/2004,10790,$722.50 
USA,Davolio,12/31/2004,10789,"$3,687.00 "
USA,Davolio,12/31/2004,10792,$399.85 
USA,Peacock,12/31/2004,10801,"$3,026.85 "
UK,Suyama,1/1/2005,10791,"$1,829.76 "
USA,Peacock,1/2/2005,10802,"$2,942.81 "
UK,Suyama,1/2/2005,10794,$314.76 
USA,Davolio,1/5/2005,10800,"$1,468.93 "
UK,Dodsworth,1/5/2005,10799,"$1,553.50 "
USA,Fuller,1/5/2005,10798,$446.60 
UK,King,1/5/2005,10797,$420.00 
USA,Leverling,1/5/2005,10806,$439.60 
USA,Peacock,1/6/2005,10803,"$1,193.01 "
USA,Fuller,1/7/2005,10810,$187.00 
UK,King,1/7/2005,10809,$140.00 
UK,Suyama,1/7/2005,10804,"$2,278.40 "
USA,Callahan,1/8/2005,10811,$852.00 
USA,Leverling,1/8/2005,10793,$191.10 
USA,Davolio,1/9/2005,10813,$602.40 
USA,Fuller,1/9/2005,10805,"$2,775.00 "
USA,Fuller,1/9/2005,10808,"$1,411.00 "
UK,Buchanan,1/12/2005,10812,"$1,692.80 "
UK,King,1/12/2005,10818,$833.00 
UK,Buchanan,1/13/2005,10823,"$2,826.00 "
USA,Leverling,1/13/2005,10817,"$10,952.84 "
USA,Leverling,1/13/2005,10820,"$1,140.00 "
USA,Davolio,1/14/2005,10825,"$1,030.76 "
USA,Fuller,1/14/2005,10815,$40.00 
USA,Leverling,1/14/2005,10779,"$1,335.00 "
USA,Leverling,1/14/2005,10796,"$2,341.36 "
USA,Leverling,1/14/2005,10814,"$1,788.45 "
USA,Davolio,1/15/2005,10821,$678.00 
USA,Fuller,1/16/2005,10819,$477.00 
UK,Suyama,1/16/2005,10822,$237.90 
USA,Davolio,1/19/2005,10788,$731.50 
USA,Davolio,1/19/2005,10834,"$1,432.71 "
USA,Fuller,1/19/2005,10832,$475.11 
USA,Callahan,1/20/2005,10795,"$2,158.00 "
USA,Davolio,1/21/2005,10835,$845.80 
UK,King,1/21/2005,10777,$224.00 
UK,King,1/21/2005,10836,"$4,705.50 "
USA,Peacock,1/21/2005,10830,"$1,974.00 "
USA,Leverling,1/22/2005,10839,$827.55 
UK,Dodsworth,1/23/2005,10829,"$1,764.00 "
UK,Dodsworth,1/23/2005,10837,"$1,064.50 "
USA,Fuller,1/23/2005,10846,"$1,112.00 "
USA,Leverling,1/23/2005,10831,"$2,684.40 "
USA,Leverling,1/23/2005,10838,"$1,938.38 "
UK,Suyama,1/23/2005,10833,$906.93 
USA,Callahan,1/26/2005,10844,$735.00 
USA,Peacock,1/26/2005,10843,$159.00 
UK,Buchanan,1/29/2005,10841,"$4,581.00 "
USA,Davolio,1/29/2005,10842,$975.00 
UK,King,1/29/2005,10848,$931.50 
USA,Callahan,1/30/2005,10824,$250.80 
USA,Callahan,1/30/2005,10845,"$3,812.70 "
USA,Callahan,1/30/2005,10852,"$2,984.00 "
USA,Davolio,1/30/2005,10850,$629.00 
UK,Dodsworth,1/30/2005,10849,$967.82 
USA,Peacock,1/30/2005,10807,$18.40 
UK,Buchanan,2/2/2005,10851,"$2,603.00 "
USA,Callahan,2/2/2005,10862,$581.00 
USA,Davolio,2/2/2005,10859,"$1,078.69 "
UK,Dodsworth,2/3/2005,10853,$625.00 
USA,Fuller,2/3/2005,10858,$649.00 
UK,Dodsworth,2/4/2005,10828,$932.00 
USA,Leverling,2/4/2005,10855,"$2,227.89 "
USA,Leverling,2/4/2005,10860,$519.00 
USA,Peacock,2/4/2005,10816,"$8,446.45 "
USA,Leverling,2/5/2005,10854,"$2,966.50 "
USA,Callahan,2/6/2005,10857,"$2,048.22 "
USA,Davolio,2/6/2005,10827,$843.00 
UK,Suyama,2/6/2005,10826,$730.00 
UK,Buchanan,2/9/2005,10869,"$1,630.00 "
UK,Buchanan,2/9/2005,10872,"$2,058.46 "
USA,Peacock,2/9/2005,10864,$282.00 
USA,Peacock,2/9/2005,10873,$336.80 
UK,Dodsworth,2/10/2005,10871,"$1,979.23 "
USA,Leverling,2/10/2005,10856,$660.00 
USA,Peacock,2/10/2005,10847,"$4,931.92 "
UK,Buchanan,2/11/2005,10874,$310.00 
UK,Suyama,2/11/2005,10867,$98.40 
UK,Buchanan,2/12/2005,10866,"$1,096.20 "
USA,Fuller,2/12/2005,10865,"$16,387.50 "
UK,King,2/12/2005,10876,$917.00 
USA,Leverling,2/12/2005,10879,$611.30 
USA,Peacock,2/12/2005,10878,"$1,539.00 "
UK,Buchanan,2/13/2005,10870,$160.00 
USA,Peacock,2/13/2005,10884,"$1,378.07 "
USA,Callahan,2/16/2005,10887,$70.00 
USA,Peacock,2/16/2005,10840,$211.20 
USA,Peacock,2/17/2005,10861,"$3,523.40 "
USA,Peacock,2/17/2005,10863,$441.15 
UK,King,2/18/2005,10880,"$1,500.00 "
UK,King,2/18/2005,10890,$860.10 
USA,Peacock,2/18/2005,10881,$150.00 
UK,Suyama,2/18/2005,10885,"$1,209.00 "
USA,Davolio,2/19/2005,10877,"$1,955.13 "
UK,King,2/19/2005,10891,$368.93 
USA,Peacock,2/19/2005,10892,"$2,090.00 "
USA,Callahan,2/20/2005,10883,$36.00 
USA,Davolio,2/20/2005,10894,"$2,753.10 "
UK,Dodsworth,2/20/2005,10893,"$5,502.11 "
USA,Peacock,2/20/2005,10882,$892.64 
USA,Davolio,2/23/2005,10888,$605.00 
UK,Dodsworth,2/23/2005,10889,"$11,380.00 "
UK,King,2/23/2005,10868,"$1,920.60 "
USA,Leverling,2/23/2005,10895,"$6,379.40 "
USA,Leverling,2/25/2005,10897,"$10,835.24 "
UK,Buchanan,2/26/2005,10899,$122.40 
USA,Peacock,2/26/2005,10901,$934.50 
UK,King,2/27/2005,10896,$750.50 
USA,Leverling,2/27/2005,10904,"$1,924.25 "
UK,Suyama,2/27/2005,10907,$108.50 
USA,Davolio,3/2/2005,10886,"$3,127.50 "
USA,Fuller,3/2/2005,10915,$539.50 
UK,Suyama,3/2/2005,10914,$537.50 
USA,Davolio,3/3/2005,10902,$863.43 
USA,Peacock,3/3/2005,10875,$709.55 
USA,Peacock,3/3/2005,10906,$427.50 
USA,Davolio,3/4/2005,10900,$33.75 
USA,Davolio,3/4/2005,10910,$452.90 
USA,Fuller,3/4/2005,10919,"$1,122.80 "
USA,Leverling,3/4/2005,10903,$932.05 
USA,Peacock,3/4/2005,10913,$768.75 
UK,Buchanan,3/5/2005,10922,$742.50 
USA,Leverling,3/5/2005,10911,$858.00 
UK,Dodsworth,3/6/2005,10905,$342.00 
USA,Peacock,3/6/2005,10898,$30.00 
USA,Peacock,3/6/2005,10908,$663.10 
USA,Davolio,3/9/2005,10916,$686.70 
USA,Davolio,3/9/2005,10921,"$1,936.00 "
USA,Peacock,3/9/2005,10920,$390.00 
USA,Davolio,3/10/2005,10909,$670.00 
USA,Leverling,3/11/2005,10918,"$1,447.50 "
USA,Peacock,3/11/2005,10917,$365.89 
USA,Peacock,3/11/2005,10926,$514.40 
USA,Leverling,3/12/2005,10934,$500.00 
UK,Suyama,3/12/2005,10929,"$1,174.75 "
USA,Fuller,3/13/2005,10939,$637.50 
UK,King,3/13/2005,10923,$748.80 
UK,King,3/13/2005,10937,$644.80 
USA,Leverling,3/13/2005,10925,$475.15 
UK,Suyama,3/13/2005,10944,"$1,025.33 "
USA,Leverling,3/16/2005,10938,"$2,731.87 "
USA,Leverling,3/16/2005,10947,$220.00 
UK,Suyama,3/16/2005,10933,$920.60 
USA,Fuller,3/17/2005,10949,"$4,422.00 "
USA,Davolio,3/18/2005,10928,$137.50 
UK,Dodsworth,3/18/2005,10942,$560.00 
USA,Fuller,3/18/2005,10912,"$6,200.55 "
USA,Leverling,3/18/2005,10936,$456.00 
USA,Peacock,3/18/2005,10930,"$2,255.50 "
USA,Peacock,3/18/2005,10935,$619.50 
USA,Peacock,3/18/2005,10945,$245.00 
USA,Davolio,3/19/2005,10946,"$1,407.50 "
USA,Leverling,3/19/2005,10948,"$2,362.25 "
USA,Peacock,3/19/2005,10931,$799.20 
USA,Peacock,3/19/2005,10943,$711.00 
UK,Buchanan,3/20/2005,10954,"$1,659.53 "
USA,Callahan,3/20/2005,10955,$74.40 
UK,King,3/20/2005,10941,"$4,011.75 "
UK,Suyama,3/20/2005,10956,$677.00 
USA,Callahan,3/23/2005,10940,$360.00 
USA,Callahan,3/23/2005,10962,"$3,584.00 "
USA,Davolio,3/23/2005,10950,$110.00 
UK,Suyama,3/23/2005,10959,$131.75 
USA,Callahan,3/24/2005,10932,"$1,788.63 "
USA,Davolio,3/24/2005,10952,$471.20 
USA,Leverling,3/24/2005,10964,"$2,052.50 "
UK,Dodsworth,3/25/2005,10953,"$4,441.25 "
UK,Dodsworth,3/26/2005,10963,$57.80 
USA,Peacock,3/26/2005,10972,$251.50 
USA,Callahan,3/27/2005,10957,"$1,762.70 "
USA,Davolio,3/27/2005,10975,$717.50 
UK,King,3/27/2005,10958,$781.00 
UK,Suyama,3/27/2005,10973,$291.55 
USA,Callahan,3/30/2005,10961,"$1,119.90 "
USA,Davolio,3/30/2005,10969,$108.00 
UK,Suyama,3/30/2005,10965,$848.00 
USA,Callahan,3/31/2005,10979,"$4,813.50 "
USA,Davolio,4/1/2005,10968,"$1,408.00 "
USA,Davolio,4/2/2005,10981,"$15,810.00 "
USA,Fuller,4/2/2005,10967,$910.40 
USA,Fuller,4/2/2005,10971,"$1,733.06 "
USA,Fuller,4/2/2005,10985,"$2,023.38 "
USA,Fuller,4/2/2005,10989,"$1,353.60 "
USA,Davolio,4/3/2005,10976,$912.00 
USA,Davolio,4/3/2005,10984,"$1,809.75 "
USA,Davolio,4/3/2005,10992,$69.60 
USA,Leverling,4/3/2005,10974,$439.00 
USA,Callahan,4/6/2005,10987,"$2,772.00 "
USA,Davolio,4/6/2005,10995,"$1,196.00 "
USA,Fuller,4/6/2005,10983,$720.90 
USA,Davolio,4/7/2005,10991,"$2,296.00 "
UK,Dodsworth,4/7/2005,10951,$458.74 
USA,Fuller,4/7/2005,10990,"$4,288.85 "
USA,Fuller,4/8/2005,10982,"$1,014.00 "
USA,Leverling,4/8/2005,10924,"$1,835.70 "
USA,Leverling,4/8/2005,10960,$265.35 
USA,Leverling,4/8/2005,11003,$326.00 
USA,Peacock,4/8/2005,10927,$800.00 
USA,Peacock,4/8/2005,10966,"$1,098.46 "
USA,Fuller,4/9/2005,10994,$940.50 
USA,Callahan,4/10/2005,10977,"$2,233.00 "
USA,Fuller,4/10/2005,11005,$586.00 
USA,Fuller,4/10/2005,11009,$616.50 
USA,Fuller,4/10/2005,11013,$361.00 
UK,King,4/10/2005,10993,"$4,895.44 "
USA,Leverling,4/10/2005,10988,"$3,574.80 "
USA,Peacock,4/10/2005,10996,$560.00 
UK,Suyama,4/10/2005,10999,"$1,197.95 "
USA,Callahan,4/13/2005,10997,"$1,885.00 "
USA,Callahan,4/13/2005,11007,"$2,633.90 "
UK,Dodsworth,4/13/2005,11016,$491.50 
USA,Leverling,4/13/2005,11011,$933.50 
USA,Fuller,4/14/2005,11000,$903.75 
USA,Fuller,4/14/2005,11001,"$2,769.00 "
USA,Fuller,4/15/2005,11014,$243.18 
USA,Leverling,4/15/2005,11006,$329.69 
USA,Fuller,4/16/2005,11020,$632.40 
USA,Peacock,4/16/2005,11002,"$1,811.10 "
USA,Peacock,4/16/2005,11018,"$1,575.00 "
USA,Callahan,4/17/2005,10998,$686.00 
USA,Davolio,4/17/2005,11012,"$2,825.30 "
USA,Peacock,4/17/2005,10980,$248.00 
USA,Davolio,4/20/2005,11027,$877.72 
UK,Dodsworth,4/20/2005,11017,"$6,750.00 "
USA,Fuller,4/20/2005,11015,$622.35 
USA,Leverling,4/20/2005,11004,$295.38 
USA,Peacock,4/20/2005,11024,"$1,966.81 "
USA,Callahan,4/21/2005,10986,"$2,220.00 "
USA,Fuller,4/21/2005,11010,$645.00 
USA,Leverling,4/21/2005,11021,"$6,306.24 "
USA,Callahan,4/22/2005,11036,"$1,692.00 "
USA,Fuller,4/22/2005,11028,"$2,160.00 "
UK,Dodsworth,4/23/2005,10978,"$1,303.19 "
USA,Fuller,4/23/2005,11032,"$8,902.50 "
UK,King,4/23/2005,11033,"$3,232.80 "
USA,Callahan,4/24/2005,11046,"$1,485.80 "
USA,Davolio,4/24/2005,11023,"$1,500.00 "
UK,Dodsworth,4/24/2005,10970,$224.00 
USA,Fuller,4/24/2005,11035,"$1,754.50 "
UK,Suyama,4/24/2005,11025,$270.00 
UK,Suyama,4/24/2005,11031,"$2,393.50 "
USA,Callahan,4/27/2005,11034,$539.40 
UK,King,4/27/2005,11030,"$12,615.05 "
UK,King,4/27/2005,11037,$60.00 
USA,Peacock,4/27/2005,11029,"$1,286.80 "
USA,Leverling,4/28/2005,11041,"$1,773.00 "
USA,Peacock,4/28/2005,11026,"$1,030.00 "
UK,Buchanan,4/29/2005,11043,$210.00 
USA,Fuller,4/29/2005,11053,"$3,055.00 "
USA,Davolio,4/30/2005,11038,$732.60 
UK,King,4/30/2005,11048,$525.00 
USA,Callahan,5/1/2005,11056,"$3,740.00 "
USA,Fuller,5/1/2005,11042,$405.75 
UK,King,5/1/2005,11047,$817.87 
USA,Leverling,5/1/2005,11052,"$1,332.00 "
USA,Leverling,5/1/2005,11057,$45.00 
USA,Peacock,5/1/2005,11044,$591.60 
